Rows,Cols,Energy,TOPS,Time,Power Density
52,12,3.19453e-13,1.14258,7.01251e-05,0.365
52,16,3.22852e-13,1.52344,5.25939e-05,0.491844
52,20,3.2625e-13,1.9043,4.20751e-05,0.621277
52,24,3.29648e-13,2.28516,3.50626e-05,0.753298
52,28,3.33047e-13,2.66602,3.00536e-05,0.887908
52,32,3.36445e-13,3.04688,2.62969e-05,1.02511
52,36,3.39844e-13,3.42773,2.3375e-05,1.16489
52,40,3.43242e-13,3.80859,2.10375e-05,1.30727
52,44,3.46641e-13,4.18945,1.9125e-05,1.45223
52,48,3.50039e-13,4.57031,1.75313e-05,1.59979
52,52,3.53437e-13,4.95117,1.61827e-05,1.74993
52,56,3.56836e-13,5.33203,1.50268e-05,1.90266
52,60,3.60234e-13,5.71289,1.4025e-05,2.05798
52,64,3.63633e-13,6.09375,1.31485e-05,2.21589
52,68,3.67031e-13,6.47461,1.2375e-05,2.37638
52,72,3.7043e-13,6.85547,1.16875e-05,2.53947
52,76,3.73828e-13,7.23633,1.10724e-05,2.70514
52,80,3.77227e-13,7.61719,1.05188e-05,2.87341
52,84,3.80625e-13,7.99805,1.00179e-05,3.04426
52,88,3.84023e-13,8.37891,9.56252e-06,3.2177
52,92,3.87422e-13,8.75977,9.14676e-06,3.39372
52,96,3.9082e-13,9.14062,8.76564e-06,3.57234
52,100,3.94219e-13,9.52148,8.41502e-06,3.75355
52,104,3.97617e-13,9.90234,8.09136e-06,3.93734
52,108,4.01016e-13,10.2832,7.79168e-06,4.12373
52,112,4.04414e-13,10.6641,7.51341e-06,4.3127
52,116,4.07812e-13,11.0449,7.25433e-06,4.50426
52,120,4.11211e-13,11.4258,7.01251e-06,4.69841
52,124,4.14609e-13,11.8066,6.7863e-06,4.89514
52,128,4.18008e-13,12.1875,6.57423e-06,5.09447
56,4,3.36445e-13,0.410156,0.000195349,0.137995
56,8,3.39844e-13,0.820312,9.76743e-05,0.278778
56,12,3.43242e-13,1.23047,6.51162e-05,0.422349
56,16,3.46641e-13,1.64062,4.88372e-05,0.568707
56,20,3.50039e-13,2.05078,3.90697e-05,0.717854
56,24,3.53437e-13,2.46094,3.25581e-05,0.869788
56,28,3.56836e-13,2.87109,2.79069e-05,1.02451
56,32,3.60234e-13,3.28125,2.44186e-05,1.18202
56,36,3.63633e-13,3.69141,2.17054e-05,1.34232
56,40,3.67031e-13,4.10156,1.95349e-05,1.5054
56,44,3.7043e-13,4.51172,1.7759e-05,1.67127
56,48,3.73828e-13,4.92188,1.62791e-05,1.83994
56,52,3.77227e-13,5.33203,1.50268e-05,2.01138
56,56,3.80625e-13,5.74219,1.39535e-05,2.18562
56,60,3.84023e-13,6.15234,1.30232e-05,2.36264
56,64,3.87422e-13,6.5625,1.22093e-05,2.54246
56,68,3.9082e-13,6.97266,1.14911e-05,2.72506
56,72,3.94219e-13,7.38281,1.08527e-05,2.91044
56,76,3.97617e-13,7.79297,1.02815e-05,3.09862
56,80,4.01016e-13,8.20312,9.76743e-06,3.28958
56,84,4.04414e-13,8.61328,9.30232e-06,3.48333
56,88,4.07812e-13,9.02344,8.87948e-06,3.67987
56,92,4.11211e-13,9.43359,8.49342e-06,3.8792
56,96,4.14609e-13,9.84375,8.13953e-06,4.08131
56,100,4.18008e-13,10.2539,7.81394e-06,4.28621
56,104,4.21406e-13,10.6641,7.51341e-06,4.4939
56,108,4.24805e-13,11.0742,7.23513e-06,4.70438
56,112,4.28203e-13,11.4844,6.97674e-06,4.91765
56,116,4.31602e-13,11.8945,6.73616e-06,5.1337
56,120,4.35e-13,12.3047,6.51162e-06,5.35254
56,124,4.38398e-13,12.7148,6.30157e-06,5.57417
56,128,4.41797e-13,13.125,6.10464e-06,5.79858
60,4,3.60234e-13,0.439453,0.000182325,0.158306
60,8,3.63633e-13,0.878906,9.11627e-05,0.319599
60,12,3.67031e-13,1.31836,6.07751e-05,0.483879
60,16,3.7043e-13,1.75781,4.55813e-05,0.651146
60,20,3.73828e-13,2.19727,3.64651e-05,0.8214
60,24,3.77227e-13,2.63672,3.03876e-05,0.99464
60,28,3.80625e-13,3.07617,2.60465e-05,1.17087
60,32,3.84023e-13,3.51562,2.27907e-05,1.35008
60,36,3.87422e-13,3.95508,2.02584e-05,1.53228
60,40,3.9082e-13,4.39453,1.82325e-05,1.71747
60,44,3.94219e-13,4.83398,1.6575e-05,1.90565
60,48,3.97617e-13,5.27344,1.51938e-05,2.09681
60,52,4.01016e-13,5.71289,1.4025e-05,2.29096
60,56,4.04414e-13,6.15234,1.30232e-05,2.48809
60,60,4.07812e-13,6.5918,1.2155e-05,2.68822
60,64,4.11211e-13,7.03125,1.13953e-05,2.89133
60,68,4.14609e-13,7.4707,1.0725e-05,3.09742
60,72,4.18008e-13,7.91016,1.01292e-05,3.30651
