Rows,Cols,Energy,TOPS,Time,Power Density
32,56,6.70950e-14,4.15625e-01,1.92778e-04,2.78864e-02
32,60,6.87825e-14,4.45312e-01,1.79926e-04,3.06297e-02
32,64,7.04700e-14,4.75000e-01,1.68681e-04,3.34732e-02
32,68,7.21575e-14,5.04687e-01,1.58759e-04,3.64170e-02
32,72,7.38450e-14,5.34375e-01,1.49939e-04,3.94609e-02
32,76,7.55325e-14,5.64063e-01,1.42047e-04,4.26051e-02
32,80,7.72200e-14,5.93750e-01,1.34945e-04,4.58494e-02
32,84,7.89075e-14,6.23437e-01,1.28519e-04,4.91939e-02
32,88,8.05950e-14,6.53125e-01,1.22677e-04,5.26386e-02
32,92,8.22825e-14,6.82812e-01,1.17343e-04,5.61835e-02
32,96,8.39700e-14,7.12500e-01,1.12454e-04,5.98286e-02
32,100,8.56575e-14,7.42188e-01,1.07956e-04,6.35739e-02
32,104,8.73450e-14,7.71875e-01,1.03804e-04,6.74194e-02
32,108,8.90325e-14,8.01562e-01,9.99591e-05,7.13651e-02
32,112,9.07200e-14,8.31250e-01,9.63891e-05,7.54110e-02
32,116,9.24075e-14,8.60937e-01,9.30654e-05,7.95571e-02
32,120,9.40950e-14,8.90625e-01,8.99632e-05,8.38034e-02
32,124,9.57825e-14,9.20312e-01,8.70611e-05,8.81498e-02
32,128,9.74700e-14,9.50000e-01,8.43405e-05,9.25965e-02
36,4,5.05913e-14,3.33984e-02,2.39902e-03,1.68967e-03
36,8,5.22788e-14,6.67969e-02,1.19951e-03,3.49206e-03
36,12,5.39663e-14,1.00195e-01,7.99673e-04,5.40717e-03
36,16,5.56538e-14,1.33594e-01,5.99755e-04,7.43499e-03
36,20,5.73413e-14,1.66992e-01,4.79804e-04,9.57554e-03
36,24,5.90288e-14,2.00391e-01,3.99836e-04,1.18288e-02
36,28,6.07162e-14,2.33789e-01,3.42717e-04,1.41948e-02
36,32,6.24038e-14,2.67187e-01,2.99877e-04,1.66735e-02
36,36,6.40913e-14,3.00586e-01,2.66558e-04,1.92649e-02
36,40,6.57788e-14,3.33984e-01,2.39902e-04,2.19691e-02
36,44,6.74663e-14,3.67383e-01,2.18093e-04,2.47859e-02
36,48,6.91538e-14,4.00781e-01,1.99918e-04,2.77155e-02
36,52,7.08413e-14,4.34180e-01,1.84540e-04,3.07578e-02
36,56,7.25288e-14,4.67578e-01,1.71358e-04,3.39129e-02
36,60,7.42163e-14,5.00977e-01,1.59935e-04,3.71806e-02
36,64,7.59038e-14,5.34375e-01,1.49939e-04,4.05611e-02
36,68,7.75913e-14,5.67773e-01,1.41119e-04,4.40543e-02
36,72,7.92788e-14,6.01172e-01,1.33279e-04,4.76602e-02
36,76,8.09663e-14,6.34570e-01,1.26264e-04,5.13788e-02
36,80,8.26538e-14,6.67969e-01,1.19951e-04,5.52101e-02
36,84,8.43413e-14,7.01367e-01,1.14239e-04,5.91542e-02
36,88,8.60287e-14,7.34766e-01,1.09046e-04,6.32110e-02
36,92,8.77163e-14,7.68164e-01,1.04305e-04,6.73805e-02
36,96,8.94038e-14,8.01562e-01,9.99591e-05,7.16627e-02
36,100,9.10913e-14,8.34961e-01,9.59607e-05,7.60576e-02
36,104,9.27788e-14,8.68359e-01,9.22699e-05,8.05653e-02
36,108,9.44663e-14,9.01758e-01,8.88525e-05,8.51857e-02
36,112,9.61538e-14,9.35156e-01,8.56792e-05,8.99188e-02
36,116,9.78413e-14,9.68555e-01,8.27248e-05,9.47646e-02
36,120,9.95288e-14,1.00195e+00,7.99673e-05,9.97231e-02
36,124,1.01216e-13,1.03535e+00,7.73877e-05,1.04794e-01
36,128,1.02904e-13,1.06875e+00,7.49693e-05,1.09978e-01
40,4,5.60250e-14,3.71094e-02,2.15912e-03,2.07905e-03
40,8,5.77125e-14,7.42188e-02,1.07956e-03,4.28335e-03
40,12,5.94000e-14,1.11328e-01,7.19705e-04,6.61289e-03
40,16,6.10875e-14,1.48438e-01,5.39779e-04,9.06768e-03
40,20,6.27750e-14,1.85547e-01,4.31823e-04,1.16477e-02
40,24,6.44625e-14,2.22656e-01,3.59853e-04,1.43530e-02
40,28,6.61500e-14,2.59766e-01,3.08445e-04,1.71835e-02
40,32,6.78375e-14,2.96875e-01,2.69890e-04,2.01393e-02
40,36,6.95250e-14,3.33984e-01,2.39902e-04,2.32203e-02
40,40,7.12125e-14,3.71094e-01,2.15912e-04,2.64265e-02
40,44,7.29000e-14,4.08203e-01,1.96283e-04,2.97580e-02
40,48,7.45875e-14,4.45312e-01,1.79926e-04,3.32147e-02
40,52,7.62750e-14,4.82422e-01,1.66086e-04,3.67967e-02
40,56,7.79625e-14,5.19531e-01,1.54223e-04,4.05040e-02
40,60,7.96500e-14,5.56641e-01,1.43941e-04,4.43364e-02
40,64,8.13375e-14,5.93750e-01,1.34945e-04,4.82941e-02
40,68,8.30250e-14,6.30859e-01,1.27007e-04,5.23771e-02
40,72,8.47125e-14,6.67969e-01,1.19951e-04,5.65853e-02
40,76,8.64000e-14,7.05078e-01,1.13638e-04,6.09188e-02
40,80,8.80875e-14,7.42188e-01,1.07956e-04,6.53774e-02
